2026-03-17 09:06:54,684 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-03-17 09:07:00,689 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-03-17 09:07:00,692 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-03-17 09:07:02,495 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-03-17 09:07:02,495 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-03-17 09:07:02,862 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-03-17 09:07:02,863 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/48e9ed9c
2026-03-17 09:07:03,165 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/48e9ed9c -> 200
2026-03-17 09:07:03,166 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/48e9ed9c params=None
2026-03-17 09:07:09,355 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/48e9ed9c -> 200
2026-03-17 09:07:09,356 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/5b6eaa54 params=None
2026-03-17 09:07:09,694 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/5b6eaa54 -> 200
