2026-06-18 11:57:58,111 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-06-18 11:58:02,555 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-06-18 11:58:02,563 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-06-18 11:58:03,023 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-06-18 11:58:03,023 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-06-18 11:58:06,555 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-06-18 11:58:06,556 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count params=None
2026-06-18 11:58:06,762 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count -> 200
2026-06-18 11:58:06,762 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate params=None
2026-06-18 11:58:06,954 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate -> 200
2026-06-18 11:58:06,955 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/e230079a params=None
2026-06-18 11:58:07,470 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/e230079a -> 200
2026-06-18 11:58:07,471 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/c52a2ea2 params=None
2026-06-18 11:58:07,920 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/c52a2ea2 -> 200
