2026-04-21 09:49:39,169 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-04-21 09:49:43,181 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-04-21 09:49:43,186 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-04-21 09:49:43,497 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-04-21 09:49:43,498 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-04-21 09:49:43,800 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-04-21 09:49:43,800 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/df92fae9 params=None
2026-04-21 09:49:43,959 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/df92fae9 -> 200
2026-04-21 09:49:43,959 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/df92fae9 params=None
2026-04-21 09:49:44,267 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/df92fae9 -> 200
2026-04-21 09:49:44,267 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/c38af8ad params=None
2026-04-21 09:49:44,896 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/c38af8ad -> 200
