2026-06-22 13:44:10,493 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-06-22 13:44:14,041 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-06-22 13:44:14,049 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-06-22 13:44:14,249 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-06-22 13:44:14,250 | RunApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/runs params=None
2026-06-22 13:44:17,859 | RunApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/runs -> 200
2026-06-22 13:44:17,860 | RunApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/runs/a386b1b9 params=None
2026-06-22 13:44:18,044 | RunApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/runs/a386b1b9 -> 200
2026-06-22 13:44:18,044 | RunApi | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/runs/a386b1b9
2026-06-22 13:44:18,268 | RunApi | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/runs/a386b1b9 -> 200
2026-06-22 13:44:18,269 | RunApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/runs/a386b1b9 params=None
2026-06-22 13:44:18,557 | RunApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/runs/a386b1b9 -> 200
2026-06-22 13:44:18,557 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/0048e302 params=None
2026-06-22 13:44:18,757 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/0048e302 -> 204
