2026-03-31 09:15:26,240 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-03-31 09:15:29,647 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-03-31 09:15:29,651 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-03-31 09:15:30,091 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-03-31 09:15:30,091 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-03-31 09:15:30,799 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-03-31 09:15:30,800 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/d3a73a6d params=None
2026-03-31 09:15:31,069 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/d3a73a6d -> 200
2026-03-31 09:15:31,069 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/d3a73a6d params=None
2026-03-31 09:15:36,363 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/d3a73a6d -> 200
2026-03-31 09:15:36,363 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/c8b7574c params=None
2026-03-31 09:15:36,819 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/c8b7574c -> 200
