2026-06-04 11:25:41,666 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-06-04 11:25:45,309 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-06-04 11:25:45,316 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-06-04 11:25:45,588 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-06-04 11:25:45,590 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive params=None
2026-06-04 11:25:45,962 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive -> 200
2026-06-04 11:25:45,962 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive params=None
2026-06-04 11:25:46,295 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive -> 200
2026-06-04 11:25:46,295 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/df4ac5b7/copy params=None
2026-06-04 11:25:46,506 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/df4ac5b7/copy -> 204
2026-06-04 11:25:46,507 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/df4ac5b7 params=None
2026-06-04 11:25:46,799 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/df4ac5b7 -> 204
