2026-06-08 12:42:46,224 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-06-08 12:42:52,668 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-06-08 12:42:52,676 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-06-08 12:42:53,063 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-06-08 12:42:53,064 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-06-08 12:42:57,929 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-06-08 12:42:57,930 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count params=None
2026-06-08 12:42:58,136 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count -> 200
2026-06-08 12:42:58,136 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate params=None
2026-06-08 12:42:58,333 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate -> 200
2026-06-08 12:42:58,334 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/3256f5a5 params=None
2026-06-08 12:42:58,810 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/3256f5a5 -> 200
2026-06-08 12:42:58,811 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/61e9c15b params=None
2026-06-08 12:42:59,191 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/61e9c15b -> 200
