2026-04-07 09:19:01,190 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-04-07 09:19:03,387 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-04-07 09:19:03,392 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-04-07 09:19:03,612 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-04-07 09:19:03,613 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive params=None
2026-04-07 09:19:03,829 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive -> 200
2026-04-07 09:19:03,829 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive params=None
2026-04-07 09:19:04,126 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive -> 200
2026-04-07 09:19:04,127 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/f05fb18d/copy params=None
2026-04-07 09:19:04,308 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/f05fb18d/copy -> 204
2026-04-07 09:19:04,309 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/f05fb18d params=None
2026-04-07 09:19:04,533 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/f05fb18d -> 204
