2026-03-03 08:58:19,780 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-03-03 08:58:21,158 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-03-03 08:58:21,161 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-03-03 08:58:21,939 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-03-03 08:58:21,939 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-03-03 08:58:22,409 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-03-03 08:58:22,410 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/bf926c1f
2026-03-03 08:58:22,805 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/bf926c1f -> 200
2026-03-03 08:58:22,806 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/bf926c1f params=None
2026-03-03 08:58:23,189 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/bf926c1f -> 200
2026-03-03 08:58:23,190 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/bdae7848 params=None
2026-03-03 08:58:23,518 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/bdae7848 -> 200
