2026-03-25 09:06:35,115 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-03-25 09:06:45,303 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-03-25 09:06:45,306 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-03-25 09:06:48,725 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-03-25 09:06:48,725 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-03-25 09:06:53,891 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-03-25 09:06:53,892 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count params=None
2026-03-25 09:06:54,035 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count -> 200
2026-03-25 09:06:54,035 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate params=None
2026-03-25 09:06:54,168 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate -> 200
2026-03-25 09:06:54,169 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/26f0de21 params=None
2026-03-25 09:06:54,528 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/26f0de21 -> 200
2026-03-25 09:06:54,528 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/2100a027 params=None
2026-03-25 09:06:54,775 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/2100a027 -> 200
