2026-06-01 13:46:07,149 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-06-01 13:46:10,557 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-06-01 13:46:10,564 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-06-01 13:46:10,820 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-06-01 13:46:10,822 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive params=None
2026-06-01 13:46:11,023 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive -> 200
2026-06-01 13:46:11,023 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive params=None
2026-06-01 13:46:11,399 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive -> 200
2026-06-01 13:46:11,400 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/d10a9f56/copy params=None
2026-06-01 13:46:11,577 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/d10a9f56/copy -> 204
2026-06-01 13:46:11,578 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/d10a9f56 params=None
2026-06-01 13:46:11,823 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/d10a9f56 -> 204
