2026-05-04 10:23:03,549 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-05-04 10:23:08,991 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-05-04 10:23:08,997 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-05-04 10:23:09,388 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-05-04 10:23:09,388 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-05-04 10:23:14,071 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-05-04 10:23:14,071 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/010227ec params=None
2026-05-04 10:23:14,306 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/010227ec -> 200
2026-05-04 10:23:14,307 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/010227ec params=None
2026-05-04 10:23:14,748 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/010227ec -> 200
2026-05-04 10:23:14,749 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/d82f9c3d params=None
2026-05-04 10:23:15,280 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/d82f9c3d -> 200
