2026-04-30 10:19:02,388 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-04-30 10:19:04,918 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-04-30 10:19:04,924 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-04-30 10:19:05,258 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-04-30 10:19:05,258 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-04-30 10:19:05,673 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-04-30 10:19:05,674 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/11b53079 params=None
2026-04-30 10:19:05,882 | CaseClient | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/tests/11b53079 -> 200
2026-04-30 10:19:05,882 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/11b53079 params=None
2026-04-30 10:19:06,232 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/11b53079 -> 200
2026-04-30 10:19:06,232 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/e45c18c4 params=None
2026-04-30 10:19:06,554 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/e45c18c4 -> 200
