2026-05-04 10:23:03,835 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-05-04 10:23:19,676 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-05-04 10:23:19,681 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-05-04 10:23:20,002 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-05-04 10:23:20,003 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-05-04 10:23:20,644 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-05-04 10:23:20,645 | CommentApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/comments params={'test_id': '625ecb67'}
2026-05-04 10:23:20,790 | CommentApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/comments -> 200
2026-05-04 10:23:20,791 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/625ecb67 params=None
2026-05-04 10:23:21,144 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/625ecb67 -> 200
2026-05-04 10:23:21,145 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/4ba3ad24 params=None
2026-05-04 10:23:21,443 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/4ba3ad24 -> 200
