2026-07-23 10:35:45,134 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-07-23 10:35:53,358 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-07-23 10:35:53,368 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-07-23 10:35:53,668 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-07-23 10:35:53,669 | RunApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/runs params=None
2026-07-23 10:35:55,369 | RunApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/runs -> 200
2026-07-23 10:35:55,371 | RunApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/runs/b6d416c8 params=None
2026-07-23 10:35:55,700 | RunApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/runs/b6d416c8 -> 200
2026-07-23 10:35:55,700 | RunApi | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/runs/b6d416c8
2026-07-23 10:35:56,074 | RunApi | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/runs/b6d416c8 -> 200
2026-07-23 10:35:56,075 | RunApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/runs/b6d416c8 params=None
2026-07-23 10:35:56,687 | RunApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/runs/b6d416c8 -> 200
2026-07-23 10:35:56,687 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/7f45273d params=None
2026-07-23 10:35:56,977 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/7f45273d -> 204
