2026-06-23 11:29:52,820 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-06-23 11:29:57,557 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-06-23 11:29:57,568 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-06-23 11:30:15,320 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-06-23 11:30:15,321 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-06-23 11:30:18,086 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-06-23 11:30:18,087 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/48dc6587
2026-06-23 11:30:18,921 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/48dc6587 -> 200
2026-06-23 11:30:18,922 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/48dc6587 params=None
2026-06-23 11:30:20,150 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/48dc6587 -> 200
2026-06-23 11:30:20,151 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/ba8277b3 params=None
2026-06-23 11:30:21,407 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/ba8277b3 -> 200
