2026-03-25 09:06:56,934 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-03-25 09:07:00,280 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-03-25 09:07:00,284 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-03-25 09:07:04,509 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-03-25 09:07:04,509 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-03-25 09:07:05,038 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-03-25 09:07:05,039 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/37e37288
2026-03-25 09:07:05,509 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/37e37288 -> 200
2026-03-25 09:07:05,510 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/37e37288 params=None
2026-03-25 09:07:06,017 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/37e37288 -> 200
2026-03-25 09:07:06,018 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/81003f29 params=None
2026-03-25 09:07:06,399 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/81003f29 -> 200
