2026-07-27 11:37:05,173 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-07-27 11:37:09,937 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-07-27 11:37:09,946 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-07-27 11:37:10,487 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-07-27 11:37:10,488 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-07-27 11:37:10,955 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-07-27 11:37:10,956 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count params=None
2026-07-27 11:37:11,193 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count -> 200
2026-07-27 11:37:11,193 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate params=None
2026-07-27 11:37:11,427 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate -> 200
2026-07-27 11:37:11,428 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/7210b29f params=None
2026-07-27 11:37:11,832 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/7210b29f -> 200
2026-07-27 11:37:11,832 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/de1cb34c params=None
2026-07-27 11:37:12,458 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/de1cb34c -> 200
