2026-05-14 10:32:02,203 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-05-14 10:32:05,394 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-05-14 10:32:05,400 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-05-14 10:32:05,969 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-05-14 10:32:05,970 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-05-14 10:32:06,419 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-05-14 10:32:06,420 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/cc6b7944
2026-05-14 10:32:06,923 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/cc6b7944 -> 200
2026-05-14 10:32:06,924 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/cc6b7944 params=None
2026-05-14 10:32:07,420 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/cc6b7944 -> 200
2026-05-14 10:32:07,421 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/1ef0dd59 params=None
2026-05-14 10:32:07,739 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/1ef0dd59 -> 200
