2026-07-10 11:17:45,582 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-07-10 11:18:00,570 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-07-10 11:18:00,579 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-07-10 11:18:00,753 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-07-10 11:18:00,755 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive params=None
2026-07-10 11:18:00,916 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive -> 200
2026-07-10 11:18:00,916 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive params=None
2026-07-10 11:18:01,153 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive -> 200
2026-07-10 11:18:01,153 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/f508183f/copy params=None
2026-07-10 11:18:01,286 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/f508183f/copy -> 204
2026-07-10 11:18:01,287 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/f508183f params=None
2026-07-10 11:18:01,468 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/f508183f -> 204
