2026-07-28 10:45:39,354 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-07-28 10:45:44,998 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-07-28 10:45:45,009 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-07-28 10:45:45,710 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-07-28 10:45:45,711 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-07-28 10:45:46,259 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-07-28 10:45:46,260 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count params=None
2026-07-28 10:45:46,508 | PlanApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/plans/count -> 200
2026-07-28 10:45:46,508 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate params=None
2026-07-28 10:45:46,788 | PlanApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/plans/validate -> 200
2026-07-28 10:45:46,789 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/c9e1eb47 params=None
2026-07-28 10:45:47,251 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/c9e1eb47 -> 200
2026-07-28 10:45:47,252 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/37e3d855 params=None
2026-07-28 10:45:47,735 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/37e3d855 -> 200
