2026-03-24 09:07:22,783 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-03-24 09:07:31,948 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-03-24 09:07:31,952 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-03-24 09:07:32,227 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-03-24 09:07:32,228 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive params=None
2026-03-24 09:07:32,454 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/archive -> 200
2026-03-24 09:07:32,455 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive params=None
2026-03-24 09:07:32,805 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/unarchive -> 200
2026-03-24 09:07:32,806 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/e5e7dcec/copy params=None
2026-03-24 09:07:32,993 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups/e5e7dcec/copy -> 204
2026-03-24 09:07:32,994 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/e5e7dcec params=None
2026-03-24 09:07:33,252 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/e5e7dcec -> 204
