2026-05-14 10:30:56,562 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-05-14 10:31:19,099 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-05-14 10:31:19,106 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-05-14 10:31:20,300 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-05-14 10:31:20,301 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-05-14 10:31:20,840 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-05-14 10:31:20,841 | CommentApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/comments params={'test_id': '11bf1de2'}
2026-05-14 10:31:21,063 | CommentApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/comments -> 200
2026-05-14 10:31:21,064 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/11bf1de2 params=None
2026-05-14 10:31:21,498 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/11bf1de2 -> 200
2026-05-14 10:31:21,498 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/772fd7a8 params=None
2026-05-14 10:31:22,044 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/772fd7a8 -> 200
