2026-03-26 09:13:16,363 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-03-26 09:13:19,262 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-03-26 09:13:19,265 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites params=None
2026-03-26 09:13:19,908 | SuiteApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/suites -> 200
2026-03-26 09:13:19,908 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests params=None
2026-03-26 09:13:20,815 | CaseClient | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/tests -> 200
2026-03-26 09:13:20,816 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/efcd663f
2026-03-26 09:13:21,680 | CaseClient | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/tests/efcd663f -> 200
2026-03-26 09:13:21,681 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/efcd663f params=None
2026-03-26 09:13:22,617 | CaseClient | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/tests/efcd663f -> 200
2026-03-26 09:13:22,618 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/33255bcd params=None
2026-03-26 09:13:23,088 | SuiteApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/suites/33255bcd -> 200
