2026-06-09 11:30:27,350 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects params=None
2026-06-09 11:30:32,839 | ProjectApi | DEBUG | GET https://app.testomat.io/api/projects -> 200
2026-06-09 11:30:32,847 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups params=None
2026-06-09 11:30:33,027 | RunGroupApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/rungroups -> 200
2026-06-09 11:30:33,029 | RunApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/runs params=None
2026-06-09 11:30:34,537 | RunApi | DEBUG | POST https://app.testomat.io/api/a-farewell-to-arms/runs -> 200
2026-06-09 11:30:34,539 | RunApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/runs/4b06662c params=None
2026-06-09 11:30:34,740 | RunApi | DEBUG | GET https://app.testomat.io/api/a-farewell-to-arms/runs/4b06662c -> 200
2026-06-09 11:30:34,740 | RunApi | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/runs/4b06662c
2026-06-09 11:30:34,955 | RunApi | DEBUG | PUT https://app.testomat.io/api/a-farewell-to-arms/runs/4b06662c -> 200
2026-06-09 11:30:34,956 | RunApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/runs/4b06662c params=None
2026-06-09 11:30:35,285 | RunApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/runs/4b06662c -> 200
2026-06-09 11:30:35,286 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/e4c4b1c6 params=None
2026-06-09 11:30:35,462 | RunGroupApi | DEBUG | DELETE https://app.testomat.io/api/a-farewell-to-arms/rungroups/e4c4b1c6 -> 204
